#Cx	Cy	MClus	Age	MRegi	%M	AR		DE		Name
739.00	295.00	4.07	8.00	3.14	11.85	72.26667	-69.11472	'NGC1698'
660.00	642.00	4.14	8.20	4.06	83.74	74.82917	-66.31861	'SL153'
548.00	331.00	4.97	7.42	2.26	0.19	76.78208	-68.97139	'NGC1847'
531.00	357.00	5.42	7.50	2.47	0.11	77.19083	-68.76056	'NGC1850'
530.00	358.00	4.28	8.20	3.45	14.77	77.22750	-68.75472	'BRHT5'
525.00	347.00	4.75	8.05	2.91	1.43	77.33458	-68.84861	'NGC1854'
521.00	314.00	5.25	8.12	2.15	0.08	77.38125	-69.12944	'NGC1856'
482.00	317.00	4.33	8.15	2.05	0.52	78.29167	-69.11694	'NGC1870'
